hsa-miR-1-3p,HDAC4
hsa-miR-218-5p,LAMB3
hsa-miR-128-3p,DCX
hsa-miR-133b,BCL2L2
hsa-miR-105-5p,TLR2
hsa-miR-17-5p,PKD2
hsa-miR-155-5p,APC
hsa-miR-1-3p,PTBP1
hsa-miR-1-3p,MET
hsa-miR-155-5p,SMAD1
hsa-miR-155-5p,MYO10
hsa-miR-30a-3p,SLC7A6
hsa-miR-30a-3p,TMEM2
hsa-miR-30a-3p,THBS1
hsa-miR-1-3p,IGF1
hsa-miR-29c-3p,TDG
hsa-miR-21-5p,NFIB
hsa-miR-221-3p,CDKN1C
hsa-miR-21-5p,APAF1
hsa-miR-21-5p,BTG2
hsa-miR-22-3p,PPARA
hsa-miR-193a-3p,E2F6
hsa-miR-137,E2F6
hsa-miR-373-3p,TNFAIP1
hsa-miR-124-3p,PTBP1
hsa-miR-124-3p,AHR
hsa-miR-124-3p,B4GALT1
hsa-miR-124-3p,CAV1
hsa-miR-124-3p,NFATC1
hsa-let-7i-5p,TLR4
hsa-miR-143-3p,FNDC3B
hsa-miR-210-3p,ISCU
hsa-miR-222-3p,PPP2R2A
hsa-miR-181c-5p,NOTCH2
hsa-miR-181c-5p,KRAS
hsa-miR-181c-5p,NOTCH4
hsa-miR-19a-3p,ESR1
hsa-miR-29a-3p,BCL2
hsa-miR-21-5p,RHOB
hsa-miR-205-5p,E2F1
hsa-miR-30e-5p,UBE2I
hsa-miR-221-3p,DKK2
hsa-miR-98-5p,CASP3
hsa-miR-29a-3p,SFRP2
hsa-miR-29a-3p,DKK1
hsa-miR-181a-5p,PROX1
hsa-miR-302a-3p,CDK4
hsa-miR-20a-5p,RUNX1
hsa-miR-106a-5p,RUNX1
hsa-miR-19b-3p,ATXN1
hsa-miR-19a-3p,ATXN1
hsa-miR-130a-3p,ATXN1
hsa-miR-488-5p,AR
hsa-miR-10a-5p,USF2
hsa-miR-208a-3p,MED13
hsa-miR-373-3p,RAD52
hsa-miR-101-3p,MCL1
hsa-miR-34c-5p,BCL2
hsa-miR-21-5p,RASA1
hsa-miR-193a-3p,PTK2
hsa-miR-137,NCOA2
hsa-miR-200b-3p,FN1
hsa-miR-218-5p,IKBKB
hsa-miR-185-5p,RHOA
hsa-miR-185-5p,CDC42
hsa-miR-520c-3p,CD44
hsa-miR-93-5p,ITGB8
hsa-miR-483-3p,SMAD4
hsa-miR-99a-5p,FGFR3
hsa-miR-92a-3p,TP63
hsa-miR-23b-3p,PLAU
hsa-miR-23b-3p,MET
hsa-miR-19a-3p,SOCS1
hsa-miR-29b-3p,TET1
hsa-let-7g-5p,BCL2L1
hsa-let-7c-5p,BCL2L1
hsa-miR-370-3p,CPT1A
hsa-miR-296-5p,WNK4
hsa-miR-29a-3p,KREMEN2
hsa-miR-145-5p,DFFA
hsa-miR-23b-5p,PRODH
hsa-miR-590-5p,TGFBR2
hsa-miR-26b-5p,PTGS2
hsa-miR-193b-3p,MCL1
hsa-miR-210-3p,MNT
hsa-miR-199a-5p,DDR1
hsa-miR-155-5p,RUNX2
hsa-miR-203a-3p,ABCE1
hsa-miR-196a-5p,BACH1
hsa-miR-196a-5p,HMOX1
hsa-miR-124-3p,VIM
hsa-miR-124-3p,E2F6
hsa-miR-631,SULT1A1
hsa-miR-103a-3p,CCNE1
hsa-miR-103a-3p,CDK2
hsa-miR-103a-3p,CREB1
hsa-miR-30a-3p,VEZT
hsa-miR-133a-3p,KCNH2
hsa-miR-133b,KCNH2
hsa-miR-92a-3p,BMPR2
hsa-miR-31-5p,MMP16
hsa-miR-31-5p,RDX
hsa-miR-31-5p,FZD3
hsa-miR-10b-5p,PPARA
hsa-miR-184,NFATC2
hsa-miR-124-3p,NFKBIZ
hsa-miR-16-5p,CAPRIN1
hsa-miR-30c-5p,UBE2I
hsa-miR-30a-5p,NT5E
hsa-miR-222-3p,ESR1
hsa-miR-21-5p,DAXX
hsa-miR-21-5p,TP63
hsa-miR-25-3p,TP53
hsa-miR-30d-5p,TP53
hsa-let-7a-5p,IL6
hsa-miR-96-5p,FOXO3
hsa-miR-31-5p,DMD
hsa-miR-1285-3p,TP53
hsa-miR-612,TP53
hsa-let-7a-5p,E2F2
hsa-let-7a-5p,CCND2
hsa-miR-155-5p,CYR61
hsa-miR-193b-3p,ETS1
hsa-miR-326,PKM
hsa-miR-204-5p,THRB
hsa-miR-15a-5p,CHUK
hsa-miR-16-5p,CHUK
hsa-miR-223-3p,CHUK
hsa-miR-373-3p,TXNIP
hsa-miR-373-3p,RABEP1
hsa-miR-205-5p,IL32
hsa-miR-34a-5p,MAP3K9
hsa-miR-485-3p,NFYB
hsa-miR-20a-5p,SMAD4
hsa-miR-24-3p,DND1
hsa-miR-143-3p,FSCN1
hsa-miR-376c-3p,ACVR1C
hsa-miR-125b-5p,LIN28B
hsa-miR-133a-3p,LASP1
hsa-miR-101-3p,DUSP1
hsa-miR-145-5p,EIF4E
hsa-miR-145-5p,CDK4
hsa-miR-137,MITF
hsa-miR-194-5p,CDH2
hsa-miR-194-5p,RAC1
hsa-miR-194-5p,HBEGF
hsa-miR-194-5p,IGF1R
hsa-miR-194-5p,PTPN12
hsa-miR-194-5p,PTPN13
hsa-miR-194-5p,ITGA9
hsa-miR-194-5p,SOCS2
hsa-miR-194-5p,DNMT3A
hsa-miR-100-5p,ATM
hsa-miR-125b-5p,BBC3
hsa-miR-373-3p,MBD2
hsa-miR-373-3p,RASSF1
hsa-miR-593-5p,PLK1
hsa-miR-335-5p,BCL2L2
hsa-miR-335-5p,TFF2
hsa-miR-29a-3p,SAPCD2
hsa-miR-155-5p,SOX6
hsa-miR-150-5p,MUC4
hsa-miR-155-5p,CKAP5
hsa-miR-25-3p,WDR4
hsa-let-7e-5p,CCND1
hsa-miR-125b-5p,PRKRA
hsa-miR-224-5p,DIO1
hsa-miR-383-5p,DIO1
hsa-miR-216b-5p,KRAS
hsa-miR-637,SP7
hsa-miR-483-5p,SRF
hsa-miR-520c-3p,MTOR
hsa-miR-520c-3p,SIRT1
hsa-miR-373-3p,MTOR
hsa-miR-373-3p,SIRT1
hsa-miR-421,SMAD4
hsa-miR-155-5p,JUN
hsa-miR-22-3p,ERBB3
hsa-miR-140-5p,PDGFRA
hsa-miR-27a-3p,APC
hsa-miR-25-3p,CDH1
hsa-miR-181b-5p,TMED7
hsa-miR-519a-3p,CDKN1A
hsa-miR-34b-3p,CCND1
hsa-miR-34b-3p,JAG1
hsa-miR-21-5p,DUSP10
hsa-miR-30b-5p,BCL6
hsa-miR-30b-5p,SOCS1
hsa-miR-194-5p,SOX5
hsa-miR-542-5p,EGFR
hsa-miR-449a,MET
hsa-miR-28-5p,MPL
hsa-miR-200b-3p,KDR
hsa-miR-409-3p,PHF10
hsa-miR-25-3p,CCL26
hsa-miR-338-3p,SMO
hsa-miR-192-5p,ERCC4
hsa-miR-143-3p,MACC1
hsa-miR-125a-5p,TNFAIP3
hsa-miR-125b-5p,TNFAIP3
hsa-miR-125b-5p,PIGF
hsa-miR-21-5p,ANP32A
hsa-miR-21-5p,SMARCA4
hsa-miR-16-5p,ZYX
hsa-miR-133b,FSCN1
hsa-miR-302a-3p,NR2F2
hsa-miR-199a-3p,SMARCA2
hsa-miR-199a-5p,SMARCA2
hsa-miR-32-5p,TSC1
hsa-miR-32-5p,MDM2
hsa-miR-25-3p,MDM2
hsa-miR-519a-3p,TIMP1
hsa-miR-519c-3p,TIMP2
hsa-miR-519c-3p,PTEN
hsa-miR-519c-3p,CDKN1A
hsa-miR-19a-3p,TLR2
hsa-miR-19b-3p,TLR2
hsa-miR-129-2-3p,SOX4
hsa-miR-199a-3p,CAV2
hsa-miR-5787,ELF5
hsa-miR-200b-3p,BCL2
hsa-miR-200b-3p,XIAP
hsa-miR-200c-3p,BCL2
hsa-miR-429,BCL2
hsa-miR-429,XIAP
hsa-miR-223-3p,ARTN
hsa-miR-296-5p,BBC3
hsa-miR-17-5p,RND3
hsa-miR-499a-5p,FOXO4
hsa-miR-499a-5p,PDCD4
hsa-miR-200a-3p,KEAP1
hsa-miR-141-3p,PPARA
hsa-miR-191-5p,CDK6
hsa-miR-100-5p,BMPR2
hsa-miR-376a-3p,PIK3R1
hsa-miR-129-2-3p,CCP110
hsa-miR-141-3p,YWHAG
hsa-miR-214-3p,TWIST1
hsa-miR-30b-5p,SNAI1
hsa-miR-30c-5p,SNAI1
hsa-miR-30d-5p,SNAI1
hsa-miR-30e-5p,SNAI1
hsa-miR-198,MET
hsa-miR-663a,TGFB1
hsa-miR-16-5p,KDR
hsa-miR-16-5p,FGFR1
hsa-miR-17-5p,SMURF1
hsa-miR-15a-5p,HMGA1
hsa-miR-196a-5p,HMGA1
hsa-miR-196a-5p,HMGA2
hsa-miR-16-5p,HMGA2
hsa-miR-15a-5p,HMGA2
hsa-miR-409-3p,RDX
hsa-miR-124-3p,PIK3CA
hsa-miR-125b-5p,IL6R
hsa-let-7b-5p,CYP2J2
hsa-miR-126-3p,TEK
hsa-miR-200c-3p,FLT1
hsa-miR-331-3p,DOHH
hsa-miR-642a-5p,DOHH
hsa-miR-524-5p,JAG1
hsa-miR-524-5p,HES1
hsa-miR-145-5p,PAK4
hsa-miR-196a-5p,HOXA5
hsa-miR-23a-3p,MYH1
hsa-miR-23a-3p,MYH2
hsa-miR-23a-3p,MYH4
hsa-miR-221-3p,CERS2
hsa-miR-222-3p,CERS2
hsa-miR-25-3p,EZH2
hsa-miR-30d-5p,EZH2
hsa-miR-337-3p,RAP1A
hsa-miR-337-3p,STAT3
hsa-miR-23b-3p,PTK2B
hsa-miR-376c-3p,IGF1R
hsa-miR-376a-3p,IGF1R
hsa-miR-513a-3p,GSTP1
hsa-miR-296-3p,KCNH1
hsa-miR-125b-5p,E2F2
hsa-miR-182-5p,CYLD
hsa-miR-494-3p,BCL2L11
hsa-miR-205-5p,ERBB2
hsa-miR-30b-5p,CAT
hsa-miR-205-5p,LAMC1
hsa-miR-30a-5p,PIK3CD
hsa-miR-153-3p,ZEB2
hsa-miR-204-5p,EFNB2
hsa-miR-130a-3p,RAB5A
hsa-miR-199b-5p,ERBB2
hsa-miR-107,NOTCH2
hsa-miR-22-3p,HMGB1
hsa-miR-22-3p,IRF5
hsa-miR-644a,GAPDH
hsa-miR-644a,ACTB
hsa-miR-497-5p,MAP2K1
hsa-miR-143-3p,AKT1
hsa-miR-145-5p,ILK
hsa-miR-155-5p,NOS3
hsa-miR-429,SOX2
hsa-miR-93-5p,LATS2
hsa-miR-205-5p,LRRK2
hsa-miR-574-5p,FOXN3
hsa-miR-24-3p,ST7L
hsa-miR-31-5p,RASA1
hsa-miR-214-3p,BCL2L2
hsa-miR-301a-3p,RUNX3
hsa-miR-520a-3p,PFKP
hsa-miR-520b,PFKP
hsa-miR-520e,PFKP
hsa-miR-501-5p,LAMTOR5
hsa-miR-200c-3p,LPAR1
hsa-miR-200c-3p,EDNRA
hsa-miR-200c-3p,RHOA
hsa-miR-137,PXN
hsa-miR-203a-3p,MYD88
hsa-miR-335-5p,FOXA2
hsa-miR-331-3p,NRP2
hsa-miR-29c-3p,HMGCR
hsa-miR-29c-3p,BACE1
hsa-miR-106b-5p,CASP7
hsa-miR-106b-5p,JAK1
hsa-miR-155-5p,MYLK
hsa-miR-155-5p,HBP1
hsa-miR-125a-5p,EIF4EBP1
hsa-miR-9-5p,ABCC1
hsa-miR-142-3p,TGFBR1
hsa-miR-142-3p,BOD1
hsa-miR-141-3p,E2F3
hsa-miR-138-5p,VIM
hsa-miR-124-3p,RRAS
hsa-miR-124-3p,SIRT1
hsa-miR-124-3p,CDH2
hsa-miR-122-5p,CREB1
hsa-miR-122-5p,PKM
hsa-miR-1-3p,CCND1
hsa-miR-1-3p,CDK4
hsa-miR-214-3p,ARL2
hsa-miR-181a-5p,RASSF6
hsa-miR-181a-5p,DDX3X
hsa-miR-181a-5p,KRAS
hsa-miR-34a-5p,GAS1
hsa-miR-7-5p,KEAP1
hsa-miR-7-5p,SMARCD1
hsa-miR-192-5p,NOB1
hsa-miR-192-5p,DICER1
hsa-miR-106a-5p,PTEN
hsa-miR-101-3p,RAC1
hsa-miR-99a-5p,AGO2
hsa-miR-98-5p,IL6
hsa-miR-98-5p,PGRMC1
hsa-miR-98-5p,HK2
hsa-miR-30a-5p,RUNX2
hsa-miR-24-3p,CARD10
hsa-miR-24-3p,BCL2L11
hsa-miR-21-5p,DDAH1
hsa-miR-21-5p,PIK3R1
hsa-miR-16-5p,RECK
hsa-miR-16-5p,WEE1
hsa-miR-128-3p,ADORA2B
hsa-miR-320b,MYC
hsa-miR-193b-3p,SMAD3
hsa-miR-320a,HOXA10
hsa-miR-320a,ARPP19
hsa-miR-320a,MYC
hsa-miR-185-5p,SREBF1
hsa-miR-132-3p,FOXO1
hsa-miR-125b-5p,CEBPA
hsa-miR-23b-3p,GJA1
hsa-miR-15b-5p,CHEK1
hsa-miR-15b-5p,SMAD7
hsa-miR-148a-3p,MAP3K4
hsa-miR-99a-5p,CAPNS1
hsa-miR-98-5p,ITGB3
hsa-miR-92a-3p,STAT3
hsa-miR-20a-5p,UBE2C
hsa-miR-17-5p,UBE2C
hsa-miR-15a-5p,FOXO1
hsa-let-7e-5p,IGF1R
hsa-let-7a-5p,EZH2
hsa-let-7a-5p,UHRF1
hsa-miR-149-5p,FOXM1
hsa-miR-1260b,SFRP1
hsa-miR-154-5p,TLR2
hsa-miR-16-5p,SOX6
hsa-miR-142-3p,ROCK2
hsa-miR-181b-5p,LATS2
hsa-miR-15b-5p,FOXO1
hsa-miR-143-3p,SDC1
hsa-miR-520e,MAP3K14
hsa-miR-495-3p,MTA3
hsa-miR-27a-3p,SEMA6A
hsa-miR-34a-5p,SNAI1
hsa-miR-34b-3p,SNAI1
hsa-miR-34c-5p,SNAI1
hsa-miR-107,PRKCE
hsa-miR-371a-3p,DKK1
hsa-miR-520e,MAP4K4
hsa-miR-135a-5p,SMAD5
hsa-miR-135a-5p,BMPR2
hsa-miR-135a-5p,STAT6
hsa-miR-181b-5p,PBX3
hsa-miR-181a-5p,PBX3
hsa-miR-22-3p,HDAC6
hsa-miR-381-3p,ID1
hsa-miR-328-3p,MMP16
hsa-miR-125b-5p,ARID3A
hsa-miR-181a-5p,TIMP1
hsa-miR-181a-5p,PGR
hsa-miR-98-5p,CYP19A1
hsa-miR-203a-3p,LASP1
hsa-miR-449a,LEF1
hsa-miR-20a-5p,GJA1
hsa-miR-155-5p,PIK3R1
hsa-miR-1256,TRIM68
hsa-miR-29a-3p,TRIM68
hsa-miR-145-5p,EPAS1
hsa-miR-181a-5p,COL16A1
hsa-miR-152-3p,ITGA5
hsa-miR-24-3p,MXI1
hsa-miR-27a-5p,MXI1
hsa-miR-497-5p,WEE1
hsa-miR-339-5p,PTP4A1
hsa-miR-137,GLIPR1
hsa-miR-200c-3p,ETS1
hsa-miR-17-5p,TP53INP1
hsa-miR-106a-5p,SLC2A3
hsa-miR-128-3p,PTEN
hsa-miR-130b-3p,STAT3
hsa-miR-335-5p,ROCK1
hsa-miR-17-3p,KDR
hsa-miR-93-5p,SLC2A4
hsa-miR-125b-2-3p,IGF1R
hsa-let-7c-5p,IGF1R
hsa-miR-16-5p,IGF1R
hsa-miR-135b-5p,PPP2R5C
hsa-miR-199b-5p,SETD2
hsa-miR-199a-5p,ATF6
hsa-miR-199a-5p,ERN1
hsa-miR-142-3p,HMGA1
hsa-miR-125b-5p,EIF5A2
hsa-miR-335-5p,ZEB2
hsa-miR-27a-3p,MET
hsa-miR-20a-5p,SMAD7
hsa-miR-19a-3p,TF
hsa-miR-148b-3p,ALCAM
hsa-miR-138-5p,SENP1
hsa-miR-96-5p,ALK
hsa-miR-204-5p,NTRK2
hsa-miR-3928-3p,DICER1
hsa-miR-497-5p,HDGF
hsa-miR-20a-5p,MAP3K5
hsa-miR-143-3p,CD44
hsa-miR-145-5p,CD44
hsa-miR-143-3p,KLF5
hsa-miR-143-3p,BRAF
hsa-miR-145-5p,BRAF
hsa-miR-137,MET
hsa-miR-195-5p,FASN
hsa-miR-142-3p,PTPN23
hsa-let-7i-5p,BMP4
hsa-miR-34b-5p,TGFBR2
hsa-miR-124-3p,JAG1
hsa-miR-214-3p,JAG1
hsa-miR-124-3p,CAMTA1
hsa-miR-29b-3p,TDG
hsa-miR-106a-5p,ATM
hsa-miR-18a-5p,BCL2
hsa-miR-372-3p,DKK1
hsa-miR-373-3p,DKK1
hsa-miR-373-3p,TGFBR2
hsa-miR-372-3p,BTG1
hsa-miR-373-3p,BTG1
hsa-miR-372-3p,LEFTY1
hsa-miR-373-3p,LEFTY1
hsa-miR-22-3p,CDKN1A
hsa-miR-222-3p,DKK2
hsa-miR-154-5p,HMGA2
hsa-miR-1260b,DKK2
hsa-miR-1260b,SMAD4
hsa-miR-486-3p,BCL11A
hsa-miR-211-5p,TGFB1
hsa-miR-200b-3p,QRSL1
hsa-miR-29c-3p,SIRT1
hsa-miR-99a-5p,MTMR3
hsa-miR-376c-3p,GRB2
hsa-miR-494-3p,PROS1
hsa-miR-124-3p,CLOCK
hsa-miR-205-5p,SMAD1
hsa-miR-205-5p,SMAD4
hsa-miR-424-5p,CDX2
hsa-miR-203a-3p,TCF4
hsa-miR-200c-3p,DUSP1
hsa-miR-212-3p,MYC
hsa-miR-34c-5p,VEZT
hsa-miR-27a-3p,CCND1
hsa-miR-20a-5p,TP53INP1
hsa-miR-378a-3p,CDK6
hsa-miR-200c-3p,RND3
hsa-miR-433-3p,KRAS
hsa-miR-127-3p,MAPK4
hsa-miR-106a-5p,RUNX3
hsa-miR-25-3p,RECK
hsa-miR-141-3p,HDGF
hsa-miR-107,FOXO1
hsa-miR-675-5p,RUNX1
hsa-miR-10b-5p,TIAM1
hsa-miR-133b,GLI1
hsa-miR-423-5p,TFF1
hsa-miR-151a-5p,CASZ1
hsa-miR-151a-5p,IL1RAPL1
hsa-miR-125b-5p,PIK3CD
hsa-miR-181a-5p,TGFBRAP1
hsa-miR-181a-5p,TGFBR1
hsa-miR-22-3p,CD151
hsa-miR-494-3p,MYC
hsa-miR-143-5p,COX2
hsa-miR-1303,CLDN18
hsa-miR-19b-3p,MXD1
hsa-miR-29a-3p,VDAC1
hsa-miR-205-5p,YY1
hsa-miR-17-5p,SOCS6
hsa-miR-19a-3p,IMPDH1
hsa-miR-19a-3p,NPEPL1
hsa-miR-9-5p,CREB1
hsa-miR-9-5p,NF1
hsa-miR-214-3p,UBE2I
hsa-miR-93-5p,SMAD7
hsa-miR-155-5p,MYC
hsa-miR-9-5p,ELAVL1
hsa-miR-9-5p,DICER1
hsa-miR-502-5p,RAB1B
hsa-miR-25-3p,ERBB2
hsa-miR-92a-3p,NR1H4
hsa-miR-129-1-3p,PDCD2
hsa-miR-152-3p,CD151
hsa-miR-410-3p,MDM2
hsa-miR-107,CDK8
hsa-miR-183-5p,BMI1
hsa-miR-1-3p,ETS1
hsa-miR-499a-5p,ETS1
hsa-miR-203a-3p,CASK
hsa-miR-135a-5p,MTSS1
hsa-miR-542-3p,MTDH
hsa-miR-410-3p,MET
hsa-miR-93-5p,ZBTB4
hsa-miR-106b-5p,ZBTB4
hsa-miR-103a-3p,MYB
hsa-miR-362-3p,CD82
hsa-miR-329-3p,TIAM1
hsa-miR-218-5p,GLI2
hsa-miR-1274a,FOXO4
hsa-miR-133a-3p,IGF1R
hsa-miR-107,LATS2
hsa-miR-25-3p,LATS2
hsa-miR-34a-5p,KLF4
hsa-miR-152-3p,WNT1
hsa-miR-625-5p,SOX2
hsa-miR-545-3p,CDK4
hsa-miR-124-3p,HNRNPA2B1
hsa-miR-340-5p,HNRNPA2B1
hsa-miR-340-5p,PTBP1
hsa-miR-106b-5p,TWIST1
hsa-miR-218-5p,OTUD7B
hsa-miR-139-5p,NR5A2
hsa-miR-26a-5p,AMACR
hsa-miR-15a-5p,CARM1
hsa-miR-141-3p,TIAM1
hsa-miR-26a-5p,ATM
hsa-miR-27a-3p,MAP2K4
hsa-miR-4782-3p,ZEB2
hsa-miR-4782-3p,XIAP
hsa-miR-224-5p,HOXD10
hsa-miR-34a-5p,INHBB
hsa-miR-23a-3p,CXCL8
hsa-miR-155-5p,SEL1L
hsa-miR-218-5p,RUNX2
hsa-miR-27a-3p,PPARG
hsa-miR-513a-5p,GNG13
hsa-miR-513b-5p,GNG13
hsa-miR-513c-5p,GNG13
hsa-miR-513a-5p,DR1
hsa-miR-513b-5p,DR1
hsa-miR-513c-5p,DR1
hsa-miR-513a-5p,BTG3
hsa-miR-513b-5p,BTG3
hsa-miR-513c-5p,BTG3
hsa-miR-7-5p,XRCC2
hsa-miR-375,IGF1R
hsa-miR-1236-3p,ZEB1
hsa-let-7e-5p,MMP9
hsa-miR-506-3p,CD151
hsa-miR-205-5p,ACSL4
hsa-miR-21-5p,GDF5
hsa-miR-29a-3p,PER1
hsa-miR-29b-3p,PER1
hsa-miR-29c-3p,PER1
hsa-let-7e-5p,IGF1
hsa-miR-656-3p,BMPR1A
hsa-miR-130b-3p,ITGB1
hsa-miR-4437,SNCG
hsa-miR-4674,SNCG
hsa-miR-4722-5p,SNCG
hsa-miR-107,SNCG
hsa-miR-103a-3p,SNCG
hsa-miR-525-3p,ZNF395
hsa-miR-206,NR1H3
hsa-miR-223-3p,ATM
hsa-miR-27b-3p,ABCA1
hsa-miR-30a-5p,HSPA5
hsa-miR-1289,ATP4A
hsa-miR-92a-3p,SOCS5
hsa-miR-17-5p,PDLIM7
hsa-miR-223-3p,CYB5A
hsa-miR-141-3p,TM4SF1
hsa-miR-302b-3p,EGFR
hsa-let-7g-5p,THBS1
hsa-let-7g-5p,TGFBR1
hsa-let-7g-5p,SMAD2
hsa-miR-27a-3p,HOXA10
hsa-miR-30b-5p,NOTCH1
hsa-miR-655-3p,PTTG1
hsa-miR-128-3p,FADD
hsa-miR-329-3p,KDM1A
hsa-miR-210-3p,FOXP3
hsa-miR-139-5p,NOTCH1
hsa-miR-215-5p,PTPRT
hsa-miR-135a-5p,VLDLR
hsa-miR-451a,DCBLD2
hsa-miR-15b-5p,SMURF1
hsa-miR-15b-5p,CRIM1
hsa-miR-9-5p,FOXP1
hsa-miR-302b-3p,ERBB4
hsa-miR-223-3p,PRDM1
hsa-miR-30c-5p,RFX6
hsa-miR-192-5p,CAV1
hsa-miR-490-3p,CCND1
hsa-miR-452-5p,THRB
hsa-miR-200b-3p,RAB21
hsa-miR-200b-3p,RAB3B
hsa-miR-182-5p,CADM1
hsa-miR-182-5p,TP53INP1
hsa-miR-22-3p,CYR61
hsa-miR-335-5p,SOX17
hsa-miR-144-3p,TTN
hsa-miR-150-5p,SRCIN1
hsa-miR-34a-5p,POU5F1
hsa-miR-205-5p,ACSL1
hsa-miR-149-5p,FGFR1
hsa-miR-149-3p,FGFR1
hsa-miR-149-5p,GPC1
hsa-miR-149-3p,GPC1
hsa-miR-497-5p,CHEK1
hsa-miR-20a-5p,ABL2
hsa-miR-503-5p,FGF8
hsa-miR-133b,AKT1
hsa-miR-214-3p,BCL2L11
hsa-miR-29a-3p,FOXO3
hsa-miR-33a-5p,TWIST1
hsa-miR-224-5p,PTX3
hsa-miR-342-3p,ID4
hsa-miR-200b-3p,RAB18
hsa-miR-200b-3p,RAB23
hsa-miR-216a-5p,BECN1
hsa-miR-1-3p,PIK3CA
hsa-miR-195-5p,MYB
hsa-miR-200b-3p,OXR1
hsa-miR-23a-3p,LPAR1
hsa-miR-34c-5p,RUNX2
hsa-miR-340-5p,CCND1
hsa-miR-125b-5p,BTG2
hsa-miR-32-5p,BTG2
hsa-miR-106a-5p,ULK1
hsa-miR-127-3p,SKI
hsa-miR-19a-3p,SIVA1
hsa-miR-125a-3p,MTA1
hsa-miR-106a-5p,HIF1A
hsa-miR-106b-5p,HIF1A
hsa-miR-4458,IGF1R
hsa-miR-497-5p,RPS6KB1
hsa-miR-17-5p,LDLR
hsa-miR-27b-3p,LDLR
hsa-miR-140-5p,SEPT2
hsa-miR-142-5p,TGFBR2
hsa-miR-18a-5p,TBPL1
hsa-miR-519a-3p,FOXF2
hsa-miR-130b-3p,FMR1
hsa-miR-449a,MAZ
hsa-miR-33b-5p,XIAP
hsa-miR-106b-5p,TRIM8
hsa-miR-320a,PDCD4
hsa-miR-19a-3p,TNFRSF12A
hsa-miR-191-5p,CEBPB
hsa-miR-128-3p,PDK1
hsa-miR-92b-3p,DAB2IP
hsa-miR-449a,POU2F1
hsa-miR-129-5p,SP1
hsa-miR-18b-5p,HIF1A
hsa-miR-142-5p,SMAD3
hsa-miR-1284,EIF4A1
hsa-miR-590-3p,ZEB2
hsa-miR-33a-5p,HADHB
hsa-miR-21-5p,IL12A
hsa-miR-203a-3p,PIK3CA
hsa-miR-26a-5p,PTPN13
hsa-miR-376c-3p,BMI1
hsa-miR-15a-5p,WEE1
hsa-miR-15b-5p,WEE1
hsa-miR-99b-5p,IGF1R
hsa-miR-125a-5p,BCL2L12
hsa-miR-30a-5p,CBX3
hsa-miR-125b-5p,SET
hsa-miR-320a,BMI1
hsa-miR-543,SIRT1
hsa-miR-15a-5p,CHEK1
hsa-miR-16-5p,CHEK1
hsa-miR-520a-3p,CCND1
hsa-miR-143-3p,GABARAPL1
hsa-miR-148a-3p,PDIA3
hsa-miR-185-5p,NFATC3
hsa-miR-4792,FOXC1
hsa-miR-211-5p,SOX4
hsa-miR-449c-5p,MET
hsa-miR-23b-3p,CA2
hsa-miR-101-3p,JAK2
hsa-miR-544a,STAT3
hsa-miR-18b-5p,SMAD2
hsa-miR-125a-5p,BCL2
hsa-miR-363-3p,S1PR1
hsa-miR-506-3p,FOXQ1
hsa-miR-361-5p,STAT6
hsa-miR-720,TWIST1
hsa-miR-29a-3p,LAMC2
hsa-miR-29b-3p,LAMC2
hsa-miR-29c-3p,LAMC2
hsa-miR-29c-3p,ITGA6
hsa-miR-29a-3p,ITGA6
hsa-miR-10b-5p,HTATIP2
hsa-miR-768-3p,EIF4E
hsa-miR-133a-3p,MMP14
hsa-miR-34a-5p,L1CAM
hsa-miR-520c-3p,EIF4G1
hsa-miR-542-3p,BMP7
hsa-miR-196a-5p,NFKBIA
hsa-miR-137,KIT
hsa-miR-137,TGFB2
hsa-miR-30b-5p,PDGFRB
hsa-miR-205-5p,HMGB3
hsa-miR-31-5p,ABCB9
hsa-miR-124-3p,SOS1
hsa-miR-409-3p,MET
hsa-miR-143-3p,NR2C2
hsa-miR-16-5p,BDNF
hsa-miR-106b-5p,RUNX3
hsa-miR-9-5p,ACAT1
hsa-miR-320a,NRP1
hsa-miR-26b-5p,RB1
hsa-miR-182-5p,TCEAL7
hsa-miR-663a,MYL9
hsa-miR-185-5p,MZB1
hsa-miR-185-5p,MCM10
hsa-miR-185-5p,CAMK4
hsa-miR-185-5p,HMGA1
hsa-miR-185-5p,IGF1R
hsa-miR-185-5p,DUSP4
hsa-miR-15b-5p,FUT2
hsa-miR-1247-5p,SOX9
hsa-miR-141-3p,MAP4K4
hsa-miR-30d-5p,NOTCH1
hsa-miR-30e-5p,NOTCH1
hsa-miR-30a-5p,TP53
hsa-miR-30b-5p,TP53
hsa-miR-30e-5p,TP53
hsa-miR-302a-3p,MBD2
hsa-miR-302a-3p,NANOG
hsa-miR-210-3p,BNIP3
hsa-miR-15b-5p,KDR
hsa-miR-708-5p,CASP2
hsa-miR-128-3p,BAX
hsa-miR-376c-3p,TGFBR1
hsa-miR-200b-3p,NOTCH1
hsa-miR-224-5p,TPD52
hsa-let-7b-5p,CTHRC1
hsa-let-7g-5p,AKT2
hsa-let-7b-5p,AKT2
hsa-miR-155-5p,MXI1
hsa-miR-96-5p,RECK
hsa-miR-125a-5p,TRAF6
hsa-miR-339-5p,BACE1
hsa-miR-200b-3p,LOX
hsa-miR-510-5p,PRDX1
